user_id,recency_days,frequency,monetary_inr,r_score,f_score,m_score,segment,cluster
727,718,1,1093.0,1,1,2,Lost,0
728,338,1,171.0,3,1,1,At Risk,0
729,222,1,204.0,3,1,1,At Risk,0
730,351,2,218.0,3,2,1,At Risk,0
731,521,1,7565.0,2,1,3,At Risk,0
732,58,1,21722.0,4,1,4,Loyal,1
733,347,2,30398.0,3,2,4,Loyal,1
734,141,1,898.0,4,1,2,Potential Loyalist,0
735,53,2,11949.0,4,2,4,Loyal,1
736,494,2,38009.0,2,2,4,Potential Loyalist,1
737,515,2,5361.0,2,2,3,Potential Loyalist,1
739,218,1,236.0,3,1,1,At Risk,0
740,836,1,139.0,1,1,1,Lost,0
743,359,2,235473.0,3,2,4,Loyal,1
744,107,5,28829.0,4,4,4,Champions,1
746,94,2,16657.0,4,2,4,Loyal,1
747,281,2,12014.0,3,2,4,Loyal,1
748,806,1,116.0,1,1,1,Lost,0
749,877,1,2486.0,1,1,3,At Risk,0
750,159,3,10755.0,4,4,4,Champions,1
751,677,1,157.0,1,1,1,Lost,0
752,158,2,129625.0,4,2,4,Loyal,1
753,964,1,65.0,1,1,1,Lost,0
754,145,1,3884.0,4,1,3,Potential Loyalist,0
756,123,1,38611.0,4,1,4,Loyal,1
757,460,2,12324.0,2,2,4,Potential Loyalist,1
758,141,1,7528.0,4,1,3,Potential Loyalist,0
759,474,3,7848.0,2,4,3,Loyal,1
760,327,1,3333.0,3,1,3,Potential Loyalist,0
761,379,1,380.0,3,1,1,At Risk,0
762,618,2,371.0,2,2,1,At Risk,0
763,59,2,2473.0,4,2,3,Loyal,1
764,648,1,213.0,1,1,1,Lost,0
766,32,2,644.0,4,2,2,Potential Loyalist,1
768,73,3,5097.0,4,4,3,Champions,1
769,418,3,1865.0,2,4,2,Potential Loyalist,1
772,983,1,769.0,1,1,2,Lost,0
773,142,3,168348.0,4,4,4,Champions,1
774,996,1,65.0,1,1,1,Lost,0
775,458,2,3838.0,2,2,3,Potential Loyalist,1
777,827,3,22351.0,1,4,4,Loyal,1
778,186,4,3315.0,3,4,3,Loyal,1
780,822,1,5370.0,1,1,3,At Risk,0
781,60,2,19111.0,4,2,4,Loyal,1
782,633,1,449.0,1,1,2,Lost,0
783,583,2,1342.0,2,2,2,At Risk,0
784,527,2,213.0,2,2,1,At Risk,0
785,529,2,671.0,2,2,2,At Risk,0
786,102,2,41352.0,4,2,4,Loyal,1
787,892,2,2282.0,1,2,3,At Risk,0
788,414,3,36439.0,2,4,4,Loyal,1
790,645,2,269.0,1,2,1,Lost,0
792,61,2,1976.0,4,2,3,Loyal,1
793,502,1,20597.0,2,1,4,Potential Loyalist,0
794,89,2,240.0,4,2,1,Potential Loyalist,1
795,850,1,79.0,1,1,1,Lost,0
796,453,3,1125.0,2,4,2,Potential Loyalist,1
797,311,1,810.0,3,1,2,At Risk,0
798,283,3,389.0,3,4,1,Potential Loyalist,1
799,208,2,1523.0,3,2,2,Potential Loyalist,1
801,201,1,120.0,3,1,1,At Risk,0
802,81,1,1023.0,4,1,2,Potential Loyalist,0
803,785,2,6597.0,1,2,3,At Risk,0
804,612,2,1856.0,2,2,2,At Risk,0
805,905,1,5426.0,1,1,3,At Risk,0
806,344,1,2370.0,3,1,3,Potential Loyalist,0
807,19,1,875.0,4,1,2,Potential Loyalist,1
809,424,2,1431.0,2,2,2,At Risk,0
810,282,1,1370.0,3,1,2,At Risk,0
811,491,2,3116.0,2,2,3,Potential Loyalist,0
812,487,1,144.0,2,1,1,Lost,0
813,983,1,162.0,1,1,1,Lost,0
814,225,1,194.0,3,1,1,At Risk,0
815,641,1,269.0,1,1,1,Lost,0
816,169,1,74.0,4,1,1,At Risk,0
817,284,3,13755.0,3,4,4,Champions,1
818,135,1,574.0,4,1,2,Potential Loyalist,0
819,183,2,2060.0,3,2,3,Potential Loyalist,1
820,290,2,2814.0,3,2,3,Potential Loyalist,1
821,590,2,8792.0,2,2,3,Potential Loyalist,1
824,827,1,134.0,1,1,1,Lost,0
825,968,1,4745.0,1,1,3,At Risk,0
826,928,1,208.0,1,1,1,Lost,0
827,253,1,206532.0,3,1,4,Potential Loyalist,1
828,64,1,560.0,4,1,2,Potential Loyalist,0
829,282,2,15051.0,3,2,4,Loyal,1
830,72,2,6014.0,4,2,3,Loyal,1
832,813,1,606.0,1,1,2,Lost,0
835,638,1,755.0,1,1,2,Lost,0
836,59,1,9394.0,4,1,4,Loyal,1
837,459,1,407.0,2,1,1,Lost,0
839,855,1,80977.0,1,1,4,At Risk,0
840,12,2,4398.0,4,2,3,Loyal,1
842,240,3,24681.0,3,4,4,Champions,1
843,911,1,93.0,1,1,1,Lost,0
844,233,1,2542.0,3,1,3,Potential Loyalist,0
846,758,2,11051.0,1,2,4,Potential Loyalist,1
848,529,3,161551.0,2,4,4,Loyal,1
849,575,1,5926.0,2,1,3,At Risk,0
851,953,1,153.0,1,1,1,Lost,0
852,114,4,2574.0,4,4,3,Champions,1
853,142,2,5199.0,4,2,3,Loyal,1
854,19,2,745.0,4,2,2,Potential Loyalist,1
855,627,2,1801.0,2,2,2,At Risk,0
856,288,2,9009.0,3,2,4,Loyal,1
857,570,1,213.0,2,1,1,Lost,0
858,816,1,336495.0,1,1,4,At Risk,1
860,271,2,380.0,3,2,1,At Risk,0
863,191,2,7060.0,3,2,3,Potential Loyalist,1
864,702,4,41379.0,1,4,4,Loyal,1
866,802,1,0.0,1,1,1,Lost,0
867,183,5,8120.0,3,4,3,Loyal,1
868,506,3,10361.0,2,4,4,Loyal,1
869,653,1,741.0,1,1,2,Lost,0
870,415,1,1495.0,2,1,2,At Risk,0
871,124,1,46.0,4,1,1,At Risk,0
872,477,2,23106.0,2,2,4,Potential Loyalist,1
875,222,2,773.0,3,2,2,Potential Loyalist,0
876,340,2,4463.0,3,2,3,Potential Loyalist,1
877,9,2,6583.0,4,2,3,Loyal,1
878,109,2,1004.0,4,2,2,Potential Loyalist,1
879,437,1,1167.0,2,1,2,At Risk,0
880,199,1,16968.0,3,1,4,Potential Loyalist,0
881,463,3,28709.0,2,4,4,Loyal,1
882,649,1,37.0,1,1,1,Lost,0
883,309,1,176.0,3,1,1,At Risk,0
885,143,2,12856.0,4,2,4,Loyal,1
887,44,4,2440.0,4,4,3,Champions,1
888,191,1,4157.0,3,1,3,Potential Loyalist,0
889,155,2,123166.0,4,2,4,Loyal,1
890,24,2,18079.0,4,2,4,Loyal,1
892,607,2,2371.0,2,2,3,Potential Loyalist,0
894,362,1,26074.0,3,1,4,Potential Loyalist,0
896,218,2,490.0,3,2,2,Potential Loyalist,0
897,403,4,8245.0,2,4,3,Loyal,1
898,662,2,583.0,1,2,2,At Risk,0
899,18,2,1153.0,4,2,2,Potential Loyalist,1
900,296,4,13246.0,3,4,4,Champions,1
902,751,1,10542.0,1,1,4,At Risk,0
904,830,1,46.0,1,1,1,Lost,0
905,358,2,27565.0,3,2,4,Loyal,1
906,744,2,17644.0,1,2,4,Potential Loyalist,1
907,505,2,20504.0,2,2,4,Potential Loyalist,1
909,311,3,10579.0,3,4,4,Champions,1
911,481,1,5926.0,2,1,3,At Risk,0
912,183,4,9592.0,3,4,4,Champions,1
913,669,3,22251.0,1,4,4,Loyal,1
914,73,4,936.0,4,4,2,Loyal,1
915,505,1,2856.0,2,1,3,At Risk,0
916,145,3,4366.0,4,4,3,Champions,1
917,717,4,48514.0,1,4,4,Loyal,1
919,295,2,12222.0,3,2,4,Loyal,1
920,89,3,3171.0,4,4,3,Champions,1
922,414,4,155690.0,2,4,4,Loyal,1
923,554,1,667.0,2,1,2,At Risk,0
925,446,1,46.0,2,1,1,Lost,0
926,705,1,481.0,1,1,2,Lost,0
927,740,1,74.0,1,1,1,Lost,0
928,240,2,1611.0,3,2,2,Potential Loyalist,1
929,187,1,8116.0,3,1,3,Potential Loyalist,0
930,187,1,2435.0,3,1,3,Potential Loyalist,0
931,386,1,6421.0,2,1,3,At Risk,0
933,523,2,593.0,2,2,2,At Risk,0
934,439,2,944.0,2,2,2,At Risk,0
935,281,2,1570.0,3,2,2,Potential Loyalist,1
936,302,1,83181.0,3,1,4,Potential Loyalist,1
937,488,2,8347.0,2,2,3,Potential Loyalist,1
939,170,1,1602.0,4,1,2,Potential Loyalist,0
942,823,1,153.0,1,1,1,Lost,0
944,467,2,2361.0,2,2,3,Potential Loyalist,0
945,530,2,25551.0,2,2,4,Potential Loyalist,1
947,642,1,3384.0,1,1,3,At Risk,0
948,376,3,1180.0,3,4,2,Loyal,1
950,143,1,148.0,4,1,1,At Risk,0
951,761,2,495.0,1,2,2,At Risk,0
952,74,1,2046.0,4,1,3,Potential Loyalist,0
954,66,2,2500.0,4,2,3,Loyal,1
956,456,1,9750.0,2,1,4,Potential Loyalist,0
957,390,1,306.0,2,1,1,Lost,0
959,198,1,4852.0,3,1,3,Potential Loyalist,0
960,620,1,111.0,2,1,1,Lost,0
961,929,1,560.0,1,1,2,Lost,0
962,837,1,88.0,1,1,1,Lost,0
963,675,1,338.0,1,1,1,Lost,0
964,362,2,2634.0,3,2,3,Potential Loyalist,1
965,654,1,1236.0,1,1,2,Lost,0
966,264,1,1745.0,3,1,2,At Risk,0
967,450,1,111.0,2,1,1,Lost,0
968,372,1,1333.0,3,1,2,At Risk,0
970,264,1,74.0,3,1,1,At Risk,0
971,368,2,2866.0,3,2,3,Potential Loyalist,1
972,190,2,5787.0,3,2,3,Potential Loyalist,1
973,33,1,333.0,4,1,1,At Risk,0
976,348,2,106.0,3,2,1,At Risk,0
977,220,5,22543.0,3,4,4,Champions,1
978,218,3,217.0,3,4,1,Potential Loyalist,1
979,662,2,131269.0,1,2,4,Potential Loyalist,1
980,773,1,634.0,1,1,2,Lost,0
981,114,3,6778.0,4,4,3,Champions,1
982,957,1,38824.0,1,1,4,At Risk,0
983,218,1,148.0,3,1,1,At Risk,0
984,760,1,333.0,1,1,1,Lost,0
985,396,1,9356.0,2,1,4,Potential Loyalist,0
986,8,4,61051.0,4,4,4,Champions,1
987,236,2,445.0,3,2,2,Potential Loyalist,0
989,127,2,36255.0,4,2,4,Loyal,1
990,299,3,6510.0,3,4,3,Loyal,1
991,201,3,6731.0,3,4,3,Loyal,1
992,395,4,4861.0,2,4,3,Loyal,1
993,514,1,16528.0,2,1,4,Potential Loyalist,0
994,697,1,1130.0,1,1,2,Lost,0
995,25,4,39320.0,4,4,4,Champions,1
996,247,1,1282.0,3,1,2,At Risk,0
997,319,2,717.0,3,2,2,Potential Loyalist,0
998,771,2,153.0,1,2,1,Lost,0
999,597,1,3444.0,2,1,3,At Risk,0
1000,309,3,3611.0,3,4,3,Loyal,1
1001,720,1,97.0,1,1,1,Lost,0
1002,879,1,2500.0,1,1,3,At Risk,0
1003,669,2,113833.0,1,2,4,Potential Loyalist,1
1004,227,1,2023.0,3,1,3,Potential Loyalist,0
1005,339,1,1810.0,3,1,2,At Risk,0
1006,22,4,7649.0,4,4,3,Champions,1
1007,856,1,21597.0,1,1,4,At Risk,0
1008,677,1,75315.0,1,1,4,At Risk,0
1009,22,3,9056.0,4,4,4,Champions,1
1010,744,1,389.0,1,1,1,Lost,0
1011,456,3,958.0,2,4,2,Potential Loyalist,1
1012,136,2,1402.0,4,2,2,Potential Loyalist,1
1013,668,2,208.0,1,2,1,Lost,0
1015,424,1,745.0,2,1,2,At Risk,0
1016,192,1,685.0,3,1,2,At Risk,0
1017,810,1,111.0,1,1,1,Lost,0
1018,141,2,324.0,4,2,1,Potential Loyalist,0
1019,666,2,819.0,1,2,2,At Risk,0
1020,782,3,31449.0,1,4,4,Loyal,1
1021,579,1,56.0,2,1,1,Lost,0
1022,313,2,4662.0,3,2,3,Potential Loyalist,1
1023,368,3,1245.0,3,4,2,Loyal,1
1024,72,3,15607.0,4,4,4,Champions,1
1025,704,1,4083.0,1,1,3,At Risk,0
1027,492,3,2190.0,2,4,3,Loyal,1
1028,200,3,12421.0,3,4,4,Champions,1
1029,15,3,1153.0,4,4,2,Loyal,1
1030,869,1,523.0,1,1,2,Lost,0
1031,620,1,36204.0,2,1,4,Potential Loyalist,0
1032,541,1,250.0,2,1,1,Lost,0
1033,12,3,5801.0,4,4,3,Champions,1
1034,15,1,1472.0,4,1,2,Potential Loyalist,1
1035,80,1,486.0,4,1,2,Potential Loyalist,0
1036,278,1,3662.0,3,1,3,Potential Loyalist,0
1038,533,2,3583.0,2,2,3,Potential Loyalist,0
1040,409,1,500.0,2,1,2,At Risk,0
1041,402,2,17241.0,2,2,4,Potential Loyalist,1
1042,359,2,542.0,3,2,2,Potential Loyalist,0
1043,878,1,292.0,1,1,1,Lost,0
1046,530,2,852.0,2,2,2,At Risk,0
1048,436,2,2074.0,2,2,3,Potential Loyalist,0
1049,303,3,26676.0,3,4,4,Champions,1
1050,309,2,625.0,3,2,2,Potential Loyalist,0
1051,605,3,1912.0,2,4,2,Potential Loyalist,1
1054,386,2,222.0,2,2,1,At Risk,0
1056,512,3,494.0,2,4,2,Potential Loyalist,1
1057,747,2,9805.0,1,2,4,Potential Loyalist,1
1058,380,1,148.0,3,1,1,At Risk,0
1059,982,1,421.0,1,1,1,Lost,0
1061,166,3,14018.0,4,4,4,Champions,1
1062,737,4,50528.0,1,4,4,Loyal,1
1064,396,2,1648.0,2,2,2,At Risk,0
1065,470,3,183032.0,2,4,4,Loyal,1
1066,666,1,1014.0,1,1,2,Lost,0
1067,388,3,861.0,2,4,2,Potential Loyalist,1
1068,401,1,13037.0,2,1,4,Potential Loyalist,0
1070,169,3,20431.0,4,4,4,Champions,1
1072,179,1,597.0,4,1,2,Potential Loyalist,0
1073,904,1,208.0,1,1,1,Lost,0
1074,12,3,6028.0,4,4,3,Champions,1
1075,123,3,12792.0,4,4,4,Champions,1
1077,358,3,1953.0,3,4,2,Loyal,1
1078,639,2,3223.0,1,2,3,At Risk,0
1079,480,2,189996.0,2,2,4,Potential Loyalist,1
1080,613,2,254.0,2,2,1,At Risk,0
1081,410,2,968.0,2,2,2,At Risk,0
1082,771,1,93.0,1,1,1,Lost,0
1083,600,1,963.0,2,1,2,At Risk,0
1085,134,2,533.0,4,2,2,Potential Loyalist,1
1086,456,2,2245.0,2,2,3,Potential Loyalist,0
1087,568,2,2783.0,2,2,3,Potential Loyalist,0
1089,330,1,56.0,3,1,1,At Risk,0
1090,127,4,2445.0,4,4,3,Champions,1
1092,156,3,6092.0,4,4,3,Champions,1
1093,654,1,2000.0,1,1,3,At Risk,0
1094,911,2,3000.0,1,2,3,At Risk,0
1095,743,1,26269.0,1,1,4,At Risk,0
1096,22,3,48468.0,4,4,4,Champions,1
1098,865,1,1736.0,1,1,2,Lost,0
1099,164,1,444.0,4,1,2,Potential Loyalist,0
1102,487,2,1773.0,2,2,2,At Risk,0
1103,708,3,65241.0,1,4,4,Loyal,1
1104,746,1,44889.0,1,1,4,At Risk,0
1105,493,3,5268.0,2,4,3,Loyal,1
1106,227,3,3297.0,3,4,3,Loyal,1
1108,367,3,26616.0,3,4,4,Champions,1
1109,985,1,2856.0,1,1,3,At Risk,0
1110,254,3,60231.0,3,4,4,Champions,1
1112,75,3,695.0,4,4,2,Loyal,1
1113,115,3,13764.0,4,4,4,Champions,1
1116,577,1,1194.0,2,1,2,At Risk,0
1118,722,2,241.0,1,2,1,Lost,0
1120,841,1,9583.0,1,1,4,At Risk,0
1121,625,2,361.0,2,2,1,At Risk,0
1122,835,1,102.0,1,1,1,Lost,0
1123,26,2,1097.0,4,2,2,Potential Loyalist,1
1124,722,1,2194.0,1,1,3,At Risk,0
1127,241,1,620.0,3,1,2,At Risk,0
1128,190,1,449.0,3,1,2,At Risk,0
1129,642,2,38195.0,1,2,4,Potential Loyalist,1
1130,180,2,129.0,4,2,1,Potential Loyalist,0
1132,415,2,4157.0,2,2,3,Potential Loyalist,1
1133,176,4,3931.0,4,4,3,Champions,1
1134,967,1,1056.0,1,1,2,Lost,0
1135,267,5,60185.0,3,4,4,Champions,1
1136,953,1,1625.0,1,1,2,Lost,0
1137,957,1,74.0,1,1,1,Lost,0
1138,220,2,2658.0,3,2,3,Potential Loyalist,1
1139,256,2,24222.0,3,2,4,Loyal,1
1140,59,3,542.0,4,4,2,Loyal,1
1141,701,1,333.0,1,1,1,Lost,0
1142,361,3,11727.0,3,4,4,Champions,1
1143,806,1,2269.0,1,1,3,At Risk,0
1144,30,2,9727.0,4,2,4,Loyal,1
1145,100,2,36463.0,4,2,4,Loyal,1
1146,640,1,74.0,1,1,1,Lost,0
1147,163,3,1069.0,4,4,2,Loyal,1
1148,344,2,4009.0,3,2,3,Potential Loyalist,1
1151,541,3,36323.0,2,4,4,Loyal,1
1152,648,1,1074.0,1,1,2,Lost,0
1153,759,2,5774.0,1,2,3,At Risk,0
1154,526,2,5514.0,2,2,3,Potential Loyalist,1
1155,113,1,30051.0,4,1,4,Loyal,1
1156,906,1,21301.0,1,1,4,At Risk,0
1157,393,2,8407.0,2,2,3,Potential Loyalist,1
1159,690,3,1320653.0,1,4,4,Loyal,1
1160,526,3,1176.0,2,4,2,Potential Loyalist,1
1161,439,4,8722.0,2,4,3,Loyal,1
1162,453,3,796.0,2,4,2,Potential Loyalist,1
1163,577,1,139.0,2,1,1,Lost,0
1165,386,1,18838.0,2,1,4,Potential Loyalist,0
1167,171,1,556.0,4,1,2,Potential Loyalist,0
1168,743,1,102.0,1,1,1,Lost,0
1169,716,1,65.0,1,1,1,Lost,0
1170,332,1,84352.0,3,1,4,Potential Loyalist,1
1171,458,2,157.0,2,2,1,At Risk,0
1172,304,1,514.0,3,1,2,At Risk,0
1173,351,2,6444.0,3,2,3,Potential Loyalist,1
1174,729,1,361.0,1,1,1,Lost,0
1176,807,1,301.0,1,1,1,Lost,0
1177,835,2,9551.0,1,2,4,Potential Loyalist,1
1178,289,4,1843.0,3,4,2,Loyal,1
1179,52,2,449.0,4,2,2,Potential Loyalist,1
1182,701,1,292.0,1,1,1,Lost,0
1183,261,4,990.0,3,4,2,Loyal,1
1184,137,3,7795.0,4,4,3,Champions,1
1186,233,1,144.0,3,1,1,At Risk,0
1187,169,3,380.0,4,4,1,Loyal,1
1188,484,2,1893.0,2,2,2,At Risk,0
1189,28,3,3033.0,4,4,3,Champions,1
1190,87,2,38732.0,4,2,4,Loyal,1
1191,982,1,4630.0,1,1,3,At Risk,0
1193,37,2,3046.0,4,2,3,Loyal,1
1195,815,1,1889.0,1,1,2,Lost,0
1196,687,3,7102.0,1,4,3,Potential Loyalist,1
1197,103,2,393.0,4,2,1,Potential Loyalist,1
1198,310,1,1898.0,3,1,2,At Risk,0
1199,253,1,1898.0,3,1,2,At Risk,0
1200,921,1,454.0,1,1,2,Lost,0
1201,66,3,22536.0,4,4,4,Champions,1
1202,205,2,3116.0,3,2,3,Potential Loyalist,1
1203,556,2,1019.0,2,2,2,At Risk,0
1204,697,1,991.0,1,1,2,Lost,0
1205,369,3,5792.0,3,4,3,Loyal,1
1206,298,2,3004.0,3,2,3,Potential Loyalist,1
1207,960,1,250.0,1,1,1,Lost,0
1208,232,2,3056.0,3,2,3,Potential Loyalist,1
1209,113,2,6708.0,4,2,3,Loyal,1
1210,337,1,88.0,3,1,1,At Risk,0
1211,536,2,546.0,2,2,2,At Risk,0
1214,227,3,6495.0,3,4,3,Loyal,1
1215,201,5,21653.0,3,4,4,Champions,1
1216,717,1,296.0,1,1,1,Lost,0
1217,351,1,296.0,3,1,1,At Risk,0
1218,703,2,260.0,1,2,1,Lost,0
1219,45,2,151722.0,4,2,4,Loyal,1
1220,985,1,83.0,1,1,1,Lost,0
1221,380,6,4221.0,3,4,3,Loyal,1
1222,520,4,1829.0,2,4,2,Potential Loyalist,1
1223,225,2,20342.0,3,2,4,Loyal,1
1224,256,4,8139.0,3,4,3,Loyal,1
1226,396,1,97.0,2,1,1,Lost,0
1227,598,2,777.0,2,2,2,At Risk,0
1228,855,2,1393.0,1,2,2,At Risk,0
1229,954,1,79.0,1,1,1,Lost,0
1231,418,2,8829.0,2,2,3,Potential Loyalist,1
1232,414,1,1676.0,2,1,2,At Risk,0
1233,599,1,171.0,2,1,1,Lost,0
1234,442,1,1625.0,2,1,2,At Risk,0
1235,379,2,12190.0,3,2,4,Loyal,1
1236,561,1,97.0,2,1,1,Lost,0
1237,136,3,5425.0,4,4,3,Champions,1
1238,54,2,15778.0,4,2,4,Loyal,1
1239,31,2,9621.0,4,2,4,Loyal,1
1240,821,2,2240.0,1,2,3,At Risk,0
1241,325,2,5611.0,3,2,3,Potential Loyalist,1
1242,397,2,3334.0,2,2,3,Potential Loyalist,1
1243,379,2,8315.0,3,2,3,Potential Loyalist,1
1244,110,1,46083.0,4,1,4,Loyal,1
1246,863,1,1653.0,1,1,2,Lost,0
1247,106,1,29088.0,4,1,4,Loyal,1
1248,113,3,7407.0,4,4,3,Champions,1
1249,410,2,56190.0,2,2,4,Potential Loyalist,1
1250,491,1,7532.0,2,1,3,At Risk,0
1251,512,2,214667.0,2,2,4,Potential Loyalist,1
1252,471,1,532.0,2,1,2,At Risk,0
1253,304,2,7055.0,3,2,3,Potential Loyalist,1
1255,585,1,125.0,2,1,1,Lost,0
1256,323,1,787.0,3,1,2,At Risk,0
1257,744,1,343.0,1,1,1,Lost,0
1258,527,2,4250.0,2,2,3,Potential Loyalist,1
1259,278,2,40023.0,3,2,4,Loyal,1
1260,904,1,315.0,1,1,1,Lost,0
1261,17,4,12912.0,4,4,4,Champions,1
1262,39,3,4023.0,4,4,3,Champions,1
1263,88,3,55745.0,4,4,4,Champions,1
1264,129,1,972.0,4,1,2,Potential Loyalist,0
1265,36,4,52952.0,4,4,4,Champions,1
1266,386,2,250.0,2,2,1,At Risk,0
1268,578,1,15019.0,2,1,4,Potential Loyalist,0
1269,117,3,40445.0,4,4,4,Champions,1
1270,856,1,657.0,1,1,2,Lost,0
1272,79,2,4116.0,4,2,3,Loyal,1
1273,506,1,222.0,2,1,1,Lost,0
1274,11,2,1213.0,4,2,2,Potential Loyalist,1
1275,935,1,8787.0,1,1,3,At Risk,0
1276,192,1,949.0,3,1,2,At Risk,0
1278,22,2,1500.0,4,2,2,Potential Loyalist,1
1279,506,1,157.0,2,1,1,Lost,0
1281,225,2,1241.0,3,2,2,Potential Loyalist,1
1283,393,2,565.0,2,2,2,At Risk,0
1284,9,4,23973.0,4,4,4,Champions,1
1285,376,2,2810.0,3,2,3,Potential Loyalist,1
1286,439,2,2750.0,2,2,3,Potential Loyalist,0
1288,969,1,509.0,1,1,2,Lost,0
1291,36,3,5649.0,4,4,3,Champions,1
1292,260,1,949.0,3,1,2,At Risk,0
1293,596,2,462.0,2,2,2,At Risk,0
1294,201,2,18935.0,3,2,4,Loyal,1
1295,708,1,2412.0,1,1,3,At Risk,0
1296,600,1,7046.0,2,1,3,At Risk,0
1297,292,4,1037.0,3,4,2,Loyal,1
1298,361,2,11523.0,3,2,4,Loyal,1
1299,29,1,2968.0,4,1,3,Potential Loyalist,1
1300,372,3,1282.0,3,4,2,Loyal,1
1301,744,1,97.0,1,1,1,Lost,0
1302,453,2,8023.0,2,2,3,Potential Loyalist,1
1304,683,2,2431.0,1,2,3,At Risk,0
1305,360,2,30570.0,3,2,4,Loyal,1
1306,15,1,1843.0,4,1,2,Potential Loyalist,1
1307,638,2,768.0,1,2,2,At Risk,0
1308,936,1,9537.0,1,1,4,At Risk,0
1309,689,2,21940.0,1,2,4,Potential Loyalist,1
1310,162,1,1944.0,4,1,2,Potential Loyalist,0
1311,221,2,791.0,3,2,2,Potential Loyalist,0
1313,729,1,875.0,1,1,2,Lost,0
1315,18,3,16467.0,4,4,4,Champions,1
1317,211,4,1981.0,3,4,3,Loyal,1
1318,436,1,42556.0,2,1,4,Potential Loyalist,0
1319,605,1,11116.0,2,1,4,Potential Loyalist,0
1320,893,1,389.0,1,1,1,Lost,0
1321,684,2,1273.0,1,2,2,At Risk,0
1322,761,1,7468.0,1,1,3,At Risk,0
1323,605,2,5088.0,2,2,3,Potential Loyalist,1
1325,722,3,6861.0,1,4,3,Potential Loyalist,1
1326,205,1,333.0,3,1,1,At Risk,0
1327,848,2,435.0,1,2,2,At Risk,0
1329,141,2,1042.0,4,2,2,Potential Loyalist,1
1330,890,1,282.0,1,1,1,Lost,0
1331,382,3,602.0,2,4,2,Potential Loyalist,1
1332,542,3,8764.0,2,4,3,Loyal,1
1333,607,1,88.0,2,1,1,Lost,0
1334,757,2,1917.0,1,2,2,At Risk,0
1336,512,1,782.0,2,1,2,At Risk,0
1337,211,1,22903.0,3,1,4,Potential Loyalist,1
1338,148,3,6431.0,4,4,3,Champions,1
1339,225,1,3977.0,3,1,3,Potential Loyalist,0
1340,369,2,11190.0,3,2,4,Loyal,1
1341,192,2,2495.0,3,2,3,Potential Loyalist,1
1342,463,1,83.0,2,1,1,Lost,0
1343,46,2,10518.0,4,2,4,Loyal,1
1344,477,1,15593.0,2,1,4,Potential Loyalist,0
1346,345,2,2491.0,3,2,3,Potential Loyalist,1
1347,656,2,268.0,1,2,1,Lost,0
1348,262,2,5551.0,3,2,3,Potential Loyalist,1
1350,344,2,4843.0,3,2,3,Potential Loyalist,1
1352,610,1,106.0,2,1,1,Lost,0
1353,393,3,4592.0,2,4,3,Loyal,1
1354,408,1,241.0,2,1,1,Lost,0
1355,631,1,42.0,2,1,1,Lost,0
1356,851,1,579.0,1,1,2,Lost,0
1358,333,2,4310.0,3,2,3,Potential Loyalist,1
1362,305,4,17375.0,3,4,4,Champions,1
1363,51,4,6064.0,4,4,3,Champions,1
1366,618,1,5894.0,2,1,3,At Risk,0
1367,100,5,4019.0,4,4,3,Champions,1
1368,392,1,162.0,2,1,1,Lost,0
1369,548,1,250.0,2,1,1,Lost,0
1370,911,1,1042.0,1,1,2,Lost,0
1371,470,1,8190.0,2,1,3,At Risk,0
1372,330,1,148.0,3,1,1,At Risk,0
1373,192,3,34912.0,3,4,4,Champions,1
1374,187,4,6518.0,3,4,3,Loyal,1
1375,520,4,11356.0,2,4,4,Loyal,1
1376,542,2,7213.0,2,2,3,Potential Loyalist,1
1377,774,1,296.0,1,1,1,Lost,0
1378,348,1,2639.0,3,1,3,Potential Loyalist,0
1379,243,1,241.0,3,1,1,At Risk,0
1380,515,1,148.0,2,1,1,Lost,0
1381,15,2,1685.0,4,2,2,Potential Loyalist,1
1382,71,4,97652.0,4,4,4,Champions,1
1384,947,1,444.0,1,1,2,Lost,0
1385,509,3,1204.0,2,4,2,Potential Loyalist,1
1387,159,1,1306.0,4,1,2,Potential Loyalist,0
1388,436,2,481.0,2,2,2,At Risk,0
1389,376,1,1593.0,3,1,2,At Risk,0
1391,254,1,1819.0,3,1,2,At Risk,0
1392,226,2,20315.0,3,2,4,Loyal,1
1393,361,1,111.0,3,1,1,At Risk,0
1394,235,1,1528.0,3,1,2,At Risk,0
1395,660,1,1861.0,1,1,2,Lost,0
1398,946,1,394.0,1,1,1,Lost,0
1400,464,3,47315.0,2,4,4,Loyal,1
1401,633,3,6815.0,1,4,3,Potential Loyalist,1
1402,225,3,1097.0,3,4,2,Loyal,1
1403,639,2,9819.0,1,2,4,Potential Loyalist,1
1404,967,1,616.0,1,1,2,Lost,0
1405,68,1,88.0,4,1,1,At Risk,0
1406,982,1,51.0,1,1,1,Lost,0
1407,479,2,1176.0,2,2,2,At Risk,0
1408,108,2,8523.0,4,2,3,Loyal,1
1409,598,1,139.0,2,1,1,Lost,0
1410,94,7,2467.0,4,4,3,Champions,1
1411,815,3,11074.0,1,4,4,Loyal,1
1412,359,1,667.0,3,1,2,At Risk,0
1413,107,3,2278.0,4,4,3,Champions,1
1414,277,2,120.0,3,2,1,At Risk,0
1415,243,3,495.0,3,4,2,Loyal,1
1416,803,1,125.0,1,1,1,Lost,0
1417,618,1,204.0,2,1,1,Lost,0
